id,action_name,marker,timestamp
EMIT_L1B_RAD_001_20240615T161951_2416711_018,post_tiles,START,1774368686.9404652
EMIT_L1B_RAD_001_20240615T161951_2416711_018,post_tiles,END,1774368687.079842
EMIT_L1B_RAD_001_20240615T161951_2416711_018,stitch_tiles,START,1774368687.0798533
EMIT_L1B_RAD_001_20240615T161951_2416711_018,stitch_tiles,END,1774368687.0940804
EMIT_L1B_RAD_001_20240615T161951_2416711_018,create_out_dir,START,1774368687.094094
EMIT_L1B_RAD_001_20240615T161951_2416711_018,create_out_dir,END,1774368687.09477
EMIT_L1B_RAD_001_20240615T161951_2416711_018,save_inference,START,1774368687.0947733
EMIT_L1B_RAD_001_20240615T161951_2416711_018,save_inference,END,1774368687.1394017
EMIT_L1B_RAD_001_20230814T100819_2322607_019,load_scene,START,1774368687.1394274
EMIT_L1B_RAD_001_20230814T100819_2322607_019,load_scene,END,1774368692.550538
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_prep,START,1774368692.5507174
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_prep,END,1774368693.8133821
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_compute,START,1774368693.8133926
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_compute,END,1774368701.8544824
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_post,START,1774368701.8544984
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_post,END,1774368701.8776984
EMIT_L1B_RAD_001_20230814T100819_2322607_019,normalize,START,1774368701.8777106
EMIT_L1B_RAD_001_20230814T100819_2322607_019,normalize,END,1774368701.9549196
EMIT_L1B_RAD_001_20230814T100819_2322607_019,tile_image,START,1774368701.954933
EMIT_L1B_RAD_001_20230814T100819_2322607_019,tile_image,END,1774368701.9987411
EMIT_L1B_RAD_001_20230814T100819_2322607_019,inference_tiles,START,1774368701.9987478
EMIT_L1B_RAD_001_20230814T100819_2322607_019,inference_tiles,END,1774368705.7453039
EMIT_L1B_RAD_001_20230814T100819_2322607_019,post_tiles,START,1774368705.745314
EMIT_L1B_RAD_001_20230814T100819_2322607_019,post_tiles,END,1774368705.8846538
EMIT_L1B_RAD_001_20230814T100819_2322607_019,stitch_tiles,START,1774368705.884665
EMIT_L1B_RAD_001_20230814T100819_2322607_019,stitch_tiles,END,1774368705.898831
EMIT_L1B_RAD_001_20230814T100819_2322607_019,create_out_dir,START,1774368705.8988447
EMIT_L1B_RAD_001_20230814T100819_2322607_019,create_out_dir,END,1774368705.8995855
