timestamp,cpu_percent,ram_used_MB,proc_read_MB,proc_write_MB
1774369097.0376554,12.8,1306.9140625,9.0859375,0.0
1774369097.1549373,19.0,1306.85546875,9.51171875,0.0
1774369097.272493,15.0,1306.734375,8.7109375,0.0
1774369097.3899593,17.5,1306.734375,9.63671875,0.0
1774369097.507134,12.8,1306.921875,8.5859375,0.0
1774369097.6243925,19.0,1307.234375,9.76171875,0.0
1774369097.741818,15.4,1307.6015625,8.8984375,0.0
1774369097.8590748,14.6,1307.5390625,9.69921875,0.0
1774369097.9760807,19.5,1307.453125,8.7734375,0.0
1774369098.0935638,19.5,1307.4765625,9.69921875,0.0
1774369098.2107377,12.5,1306.90625,8.7734375,0.0
1774369098.3280504,10.5,1307.17578125,9.69921875,0.0
1774369098.4450784,15.4,1307.34375,8.8984375,0.0
1774369098.5623298,17.1,1307.671875,9.44921875,0.0
1774369098.6814368,17.1,1310.828125,7.4140625,0.0
1774369098.8001833,27.5,1410.828125,0.0,0.0
1774369098.9191322,27.5,1507.07421875,0.0,0.0
1774369099.0378103,26.8,1603.3203125,0.015625,0.0
1774369099.1550431,17.5,1614.41015625,9.29296875,0.0
1774369099.2730901,17.5,1622.50390625,8.9140625,0.0
1774369099.393173,27.5,1678.33984375,0.0,0.0
1774369099.510763,23.1,1732.58984375,0.0,0.0
1774369099.630836,29.3,1779.0546875,0.0,0.0
1774369099.750165,27.5,1820.9453125,0.0,0.0
1774369099.8694108,26.8,1859.5546875,0.0,0.0
1774369099.9891589,27.5,1899.1484375,0.0,0.0
1774369100.108882,25.6,1939.890625,0.0,0.0
1774369100.227049,27.5,1406.046875,0.0,0.0
1774369100.3450236,27.5,1354.484375,0.0,0.0
1774369100.4636447,29.3,1354.9765625,0.0,0.0
1774369100.5829535,25.0,1354.9765625,0.0,0.0
1774369100.7011435,28.6,1371.1328125,0.0,0.0
1774369100.8195434,25.6,1409.1328125,0.0,0.0
1774369100.9379635,27.5,1449.37890625,0.0,0.0
1774369101.0564299,25.6,1487.37890625,0.0,0.0
1774369101.1746337,28.2,1525.89453125,0.0,0.0
1774369101.2929938,31.0,1563.89453125,0.0,0.0
1774369101.4110088,26.8,1604.14453125,0.0,0.0
1774369101.5291507,29.3,1642.14453125,0.0,0.0
1774369101.645926,26.8,1658.14453125,0.0,0.0
1774369101.7626867,25.6,1658.14453125,0.0,0.0
1774369101.8935907,95.2,1658.14453125,0.0,0.0
1774369102.0112224,100.0,1658.14453125,0.0,0.0
1774369102.140117,95.0,1658.15234375,0.0,0.0
1774369102.2698703,100.0,1658.64453125,0.0,0.0
1774369102.3930688,100.0,1658.64453125,0.0,0.0
1774369102.5236855,100.0,1658.64453125,0.0,0.0
1774369102.6541953,100.0,1658.64453125,0.0,0.0
1774369102.7848563,100.0,1658.64453125,0.0,0.0
1774369102.9158444,100.0,1658.64453125,0.0,0.0
1774369103.0463812,100.0,1658.64453125,0.0,0.0
1774369103.1770723,100.0,1658.64453125,0.0,0.0
1774369103.3083463,100.0,1658.64453125,0.0,0.0
1774369103.4389796,100.0,1658.64453125,0.0,0.0
1774369103.5575786,100.0,1658.64453125,0.0,0.0
1774369103.688615,100.0,1658.64453125,0.0,0.0
1774369103.8180351,100.0,1663.875,0.0,0.0
1774369103.9350553,38.5,1689.875,0.0,0.0
1774369104.05263,26.8,1713.875,0.0,0.0
1774369104.169822,26.8,1737.875,0.0,0.0
1774369104.2884786,27.5,1753.69921875,0.0,0.0
1774369104.4071484,29.3,1774.3515625,0.0,0.0
1774369104.5260098,27.5,1794.81640625,0.0,0.0
1774369104.6445422,26.8,1815.3203125,0.0,0.0
1774369104.7631228,27.5,1836.19921875,0.0,0.0
1774369104.8815663,27.5,1855.9765625,0.0,0.0
1774369105.0000362,23.7,1876.07421875,0.0,0.0
1774369105.1184652,28.2,1896.453125,0.0,0.0
1774369105.2371352,29.3,1917.171875,0.0,0.0
1774369105.355665,26.8,1937.171875,0.0,0.0
1774369105.4741008,31.7,1957.8515625,0.0,0.0
1774369105.5926862,29.3,1977.89453125,0.0,0.0
1774369105.7111988,26.8,1998.52734375,0.0,0.0
1774369105.829719,25.0,2018.87890625,0.0,0.0
1774369105.9485643,25.6,2039.33203125,0.0,0.0
1774369106.0670676,25.6,2060.66015625,0.0,0.0
1774369106.1856194,26.8,2080.05078125,0.0,0.0
1774369106.304268,27.5,2099.45703125,0.0,0.0
1774369106.422899,25.6,2118.82421875,0.0,0.0
1774369106.541319,27.5,2139.15234375,0.0,0.0
1774369106.6598818,28.2,2156.84765625,0.0,0.0
1774369106.7784553,27.5,2176.3984375,0.0,0.0
1774369106.8977334,25.0,2195.40625,0.0,0.0
1774369107.0164967,27.5,2214.69921875,0.0,0.0
1774369107.134969,30.0,2234.01953125,0.0,0.0
1774369107.2538235,29.3,2252.87890625,0.0,0.0
1774369107.4014943,63.4,2263.55859375,0.0,0.0
1774369107.5340142,100.0,2264.05078125,0.0,0.0
1774369107.651121,70.0,1902.578125,0.0,0.0
1774369107.7705047,28.6,1685.359375,0.0,0.0
1774369107.8928077,27.5,1765.109375,0.0,0.0
1774369108.0144153,27.5,1825.94140625,0.0,0.0
1774369108.136402,30.0,1873.24609375,0.0,0.0
1774369108.2587435,25.0,1929.671875,0.0,0.0
1774369108.3813765,29.3,1986.66015625,0.0,0.0
1774369108.5048664,31.7,2044.2734375,0.0,0.0
1774369108.6253488,25.0,2106.44921875,0.0,0.0
1774369108.7469392,27.5,2164.34765625,0.0,0.0
1774369108.8692615,31.0,2224.88671875,0.0,0.0
1774369109.0674136,57.1,2263.3046875,0.0,0.0
1774369109.2499325,100.0,2263.8515625,0.0,0.0
1774369109.4421184,100.0,2263.8515625,0.0,0.0
1774369109.6224942,100.0,2264.58984375,0.0,0.0
1774369109.7524843,82.2,2070.03125,0.0,0.0
1774369109.8700454,28.2,1704.16015625,0.0,0.0
1774369109.9881876,25.6,1659.66796875,0.0,0.0
1774369110.105638,27.5,1660.01953125,0.0,0.0
1774369110.2237184,28.2,1660.01953125,0.0,0.0
1774369110.3426132,27.5,1660.265625,0.0,0.0
1774369110.4824483,26.8,1660.265625,0.0,0.0
1774369110.612821,100.0,1660.265625,0.0,0.0
1774369110.7441976,100.0,1660.265625,0.0,0.0
1774369110.8773127,82.9,1660.265625,0.0,0.0
1774369111.00765,100.0,1660.265625,0.0,0.0
1774369111.139694,100.0,1660.0234375,0.0,0.0
1774369111.2893994,72.5,1660.0234375,0.0,0.0
1774369111.4184582,100.0,1660.0234375,0.0,0.0
1774369111.5500698,100.0,1660.0234375,0.0,0.0
1774369111.6829991,77.5,1660.0234375,0.0,0.0
1774369111.8142161,100.0,1660.0234375,0.0,0.0
1774369111.94022,100.0,1660.0234375,0.0,0.0
1774369112.0736535,75.0,1660.0234375,0.0,0.0
1774369112.200832,100.0,1660.0234375,0.0,0.0
1774369112.3319798,100.0,1660.0234375,0.0,0.0
1774369112.4609473,76.3,1660.0234375,0.0,0.0
1774369112.5898106,92.9,1660.0234375,0.0,0.0
1774369112.729137,100.0,1660.0234375,0.0,0.0
